Project Name,Status,Message,Log File,
SBT_Workflow,Success,DLL-Location:D:\GitDir\BT\branches\R1.4.2\Binaries\R1.4.2_2017-10-13\Binaries\bin\SBT_Workflow.dll,D:\GitDir\BT\branches\R1.4.2\Binaries\R1.4.2_2017-10-13\Binaries\bin\logs\SBT_Workflow.log,
libBT7_Extensions,Success,DLL-Location:D:\GitDir\BT\branches\R1.4.2\Binaries\R1.4.2_2017-10-13\Binaries\bin\libBT7_Extensions.dll,D:\GitDir\BT\branches\R1.4.2\Binaries\R1.4.2_2017-10-13\Binaries\bin\logs\libBT7_Extensions.log,
