Project Name,Status,Message,Log File,
SBT_Workflow,Success,DLL-Location:D:\GitDir\BT\Binaries\R1.4.2_2017-09-27\Binaries\bin\SBT_Workflow.dll,D:\GitDir\BT\Binaries\R1.4.2_2017-09-27\Binaries\bin\logs\SBT_Workflow.log,
libBT7_Extensions,Success,DLL-Location:D:\GitDir\BT\Binaries\R1.4.2_2017-09-27\Binaries\bin\libBT7_Extensions.dll,D:\GitDir\BT\Binaries\R1.4.2_2017-09-27\Binaries\bin\logs\libBT7_Extensions.log,
