  bt7_documentClass  ,  bt7_documentSubClass  ,bt7_documentSNType,Site,  UID_value 
Manufacturing,Verification,First article inspection report,Beijing Productive Database,BjdVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,BrZVo$6p1cuxKD
Development,---,---,Beijing Productive Database,BzVVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,B7RVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,B$dVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,RHZVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,RPVVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,RTZVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,RXbVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,RbdVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,RjXVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,RnbVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,RrdVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,RzXVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,R3bVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,R$VVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,hDZVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,hLTVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,hPXVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,hTZVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,hbTVo$6p1cuxKD
Manufacturing,Specification,Design drawing,Beijing Productive Database,hffVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,hnbVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,hrfVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,hzZVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,h7VVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,xDRVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,xHdVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,xPZVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,xXVVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,xfRVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,xjdVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,xrZVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,xzVVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,x7RVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,x$dVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,CEZVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,CIdVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,CQXVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,CUbVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,CcVVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,CkRVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,CodVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,CwZVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,C4VVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,SARVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,SEdVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,SMZVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,SUVVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,SYZVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,SgTVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,SkfVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,SsbVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,S0XVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,S8TVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,iAfVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,iIbVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,iQXVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,iYTVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,icfVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,ikbVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,isXVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,i0TVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,i4fVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,yAbVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,yIXVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,yQTVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,yUfVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,ycbVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,ywfVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,y4bVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,CBXVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,CJTVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,CNfVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,CVbVo$6p1cuxKD
Usage and Disposal,Specification,Declaration of conformity,Beijing Productive Database,SNbVo$6p1cuxKD
Usage and Disposal,Specification,Declaration of conformity,Beijing Productive Database,SRfVo$6p1cuxKD
Usage and Disposal,Specification,Declaration of conformity,Beijing Productive Database,xBfdH5YThjuJ2B
Usage and Disposal,Specification,Declaration of conformity,Beijing Productive Database,xZddH5YThjuJ2B
Usage and Disposal,Verification,Inspection and test report,Beijing Productive Database,SZZVo$6p1cuxKD
Usage and Disposal,Verification,Inspection and test report,Beijing Productive Database,SddVo$6p1cuxKD
Usage and Disposal,Verification,Inspection and test report,Beijing Productive Database,ShfVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,S1XVo$6p1cuxKD
Usage and Disposal,Verification,Declaration of conformity,Beijing Productive Database,iBfVo$6p1cuxKD
Usage and Disposal,Verification,Declaration of conformity,Beijing Productive Database,w5VZ9FtdhjuJ2B
Manufacturing,Specification,Design drawing,Beijing Productive Database,ilbVo$6p1cuxKD
Manufacturing,Specification,Design drawing,Beijing Productive Database,itXVo$6p1cuxKD
Manufacturing,Specification,Design drawing,Beijing Productive Database,i1TVo$6p1cuxKD
Manufacturing,Specification,Design drawing,Beijing Productive Database,i5XVo$6p1cuxKD
Manufacturing,Specification,Design drawing,Beijing Productive Database,i9ZVo$6p1cuxKD
Manufacturing,Specification,Design drawing,Beijing Productive Database,yFTVo$6p1cuxKD
Manufacturing,Specification,Design drawing,Beijing Productive Database,yJfVo$6p1cuxKD
Manufacturing,Specification,Design drawing,Beijing Productive Database,yRTVo$6p1cuxKD
Manufacturing,Specification,Design drawing,Beijing Productive Database,yVdVo$6p1cuxKD
Manufacturing,Specification,Design drawing,Beijing Productive Database,ydRVo$6p1cuxKD
Manufacturing,Specification,Design drawing,Beijing Productive Database,yhTVo$6p1cuxKD
Manufacturing,Specification,Design drawing,Beijing Productive Database,yldVo$6p1cuxKD
Manufacturing,Specification,Design drawing,Beijing Productive Database,ytRVo$6p1cuxKD
Manufacturing,Specification,Design drawing,Beijing Productive Database,yxTVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,y1dVo$6p1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,y9ZVo$6p1cuxKD
Manufacturing,Specification,Technical specification,Beijing Productive Database,CCdVo$6p1cuxKD
Development,Project and Process,Others,Beijing Productive Database,CKXVo$6p1cuxKD
Manufacturing,Specification,Firmware,Beijing Productive Database,CSTVo$6p1cuxKD
Manufacturing,Specification,Firmware,Beijing Productive Database,CWfVo$6p1cuxKD
Development,Project and Process,Others,Beijing Productive Database,CebVo$6p1cuxKD
Manufacturing,Specification,Firmware,Beijing Productive Database,CmXVo$6p1cuxKD
Manufacturing,Specification,Firmware,Beijing Productive Database,CuTVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,CyfVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,C6bVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,SCXVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,SKTVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,SOfVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,SWbVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,SafVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,SiZVo$6p1cuxKD
Manufacturing,Verification,First article inspection report,Beijing Productive Database,SmdVo$6p1cuxKD
Manufacturing,Specification,Design drawing,Beijing Productive Database,SuXVo$6p1cuxKD
Manufacturing,Specification,Design drawing,Beijing Productive Database,SybVo$6p1cuxKD
Manufacturing,Specification,---,Beijing Productive Database,S6VVo$6p1cuxKD
Manufacturing,Specification,Design drawing,Beijing Productive Database,iCRVo$6p1cuxKD
Development,Condition,Procedure instructions,Beijing Productive Database,iyRVo$6p1cuxKD
Manufacturing,Condition,Template,Beijing Productive Database,i2dVo$6p1cuxKD
Usage and Disposal,Verification,Declaration of conformity,Beijing Productive Database,yebVo$6p1cuxKD
Usage and Disposal,Verification,Declaration of conformity,Beijing Productive Database,wrbZ5ri61cuxKD
Usage and Disposal,Verification,Declaration of conformity,Beijing Productive Database,whcZNIKC1cuxKD
Development,Project and Process,Others,Beijing Productive Database,yuTVo$6p1cuxKD
Manufacturing,Specification,Firmware,Beijing Productive Database,yyfVo$6p1cuxKD
Development,Project and Process,Others,Beijing Productive Database,y6bVo$6p1cuxKD
Manufacturing,Specification,Firmware,Beijing Productive Database,CDXVo$6p1cuxKD
Development,Project and Process,Others,Beijing Productive Database,CLTVo$6p1cuxKD
Manufacturing,Specification,Firmware,Beijing Productive Database,CPfVo$6p1cuxKD
Development,Project and Process,Others,Beijing Productive Database,CXbVo$6p1cuxKD
Manufacturing,Specification,Firmware,Beijing Productive Database,CfXVo$6p1cuxKD
Manufacturing,Specification,Firmware,Beijing Productive Database,CnTVo$6p1cuxKD
Development,Project and Process,Others,Beijing Productive Database,CrfVo$6p1cuxKD
Manufacturing,Specification,Firmware,Beijing Productive Database,CzbVo$6p1cuxKD
Manufacturing,Specification,Firmware,Beijing Productive Database,C7XVo$6p1cuxKD
